,date,region,measures,unit,index_value,joinYear,joinMonth,joinProvince
1596,1991-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",84.1,1991,11,Canada
1597,1991-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,1991,11,Canada
1598,1991-11,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.9,1991,11,Canada
1599,1991-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",83.3,1991,11,Canada
1600,1991-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",99.3,1991,11,Canada
1601,1991-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",99.4,1991,11,Canada
1602,1991-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.2,1991,11,Canada
1603,1991-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.2,1991,11,Canada
1604,1991-11,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",121.9,1991,11,Canada
1605,1991-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",121.2,1991,11,Canada
1606,1991-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",123.5,1991,11,Canada
1607,1991-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",121.0,1991,11,Canada
1608,1991-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",123.4,1991,11,Canada
1609,1991-11,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,2.4,1991,11,Canada
1610,1991-11,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,2.4,1991,11,Canada
1611,1991-11,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1991,11,Canada
1612,1991-11,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1991,11,Canada
1613,1991-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",83.8,1991,12,Canada
1614,1991-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,1991,12,Canada
1615,1991-12,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.6,1991,12,Canada
1616,1991-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",82.9,1991,12,Canada
1617,1991-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",98.9,1991,12,Canada
1618,1991-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",99.0,1991,12,Canada
1619,1991-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.1,1991,12,Canada
1620,1991-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.2,1991,12,Canada
1621,1991-12,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",121.5,1991,12,Canada
1622,1991-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",120.6,1991,12,Canada
1623,1991-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",123.1,1991,12,Canada
1624,1991-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",120.8,1991,12,Canada
1625,1991-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",123.4,1991,12,Canada
1626,1991-12,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,2.4,1991,12,Canada
1627,1991-12,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,2.4,1991,12,Canada
1628,1991-12,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1991,12,Canada
1629,1991-12,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1991,12,Canada
1630,1992-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",83.9,1992,01,Canada
1631,1992-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",83.8,1992,01,Canada
1632,1992-01,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9,1992,01,Canada
1633,1992-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",83.2,1992,01,Canada
1634,1992-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",83.0,1992,01,Canada
1635,1992-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",99.2,1992,01,Canada
1636,1992-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",99.1,1992,01,Canada
1637,1992-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.0,1992,01,Canada
1638,1992-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.0,1992,01,Canada
1639,1992-01,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",121.9,1992,01,Canada
1640,1992-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",121.0,1992,01,Canada
1641,1992-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",123.2,1992,01,Canada
1642,1992-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",121.0,1992,01,Canada
1643,1992-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",123.3,1992,01,Canada
1644,1992-01,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,1.2,1992,01,Canada
1645,1992-01,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,1.3,1992,01,Canada
1646,1992-01,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.1,1992,01,Canada
1647,1992-01,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,1992,01,Canada
1648,1992-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",84.2,1992,02,Canada
1649,1992-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",84.0,1992,02,Canada
1650,1992-02,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1992,02,Canada
1651,1992-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",83.2,1992,02,Canada
1652,1992-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",83.1,1992,02,Canada
1653,1992-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",99.3,1992,02,Canada
1654,1992-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",99.5,1992,02,Canada
1655,1992-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.2,1992,02,Canada
1656,1992-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.3,1992,02,Canada
1657,1992-02,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",122.2,1992,02,Canada
1658,1992-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",121.1,1992,02,Canada
1659,1992-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",123.7,1992,02,Canada
1660,1992-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",121.0,1992,02,Canada
1661,1992-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",123.5,1992,02,Canada
1662,1992-02,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,1.1,1992,02,Canada
1663,1992-02,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,1.2,1992,02,Canada
1664,1992-02,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1992,02,Canada
1665,1992-02,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1992,02,Canada
1666,1992-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",84.5,1992,03,Canada
1667,1992-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",84.4,1992,03,Canada
1668,1992-03,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1992,03,Canada
1669,1992-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",83.5,1992,03,Canada
1670,1992-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",83.4,1992,03,Canada
1671,1992-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",99.6,1992,03,Canada
1672,1992-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",99.8,1992,03,Canada
1673,1992-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.6,1992,03,Canada
1674,1992-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.7,1992,03,Canada
1675,1992-03,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",122.5,1992,03,Canada
1676,1992-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",121.5,1992,03,Canada
1677,1992-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",124.1,1992,03,Canada
1678,1992-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",121.4,1992,03,Canada
1679,1992-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",124.0,1992,03,Canada
1680,1992-03,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.6,1992,03,Canada
1681,1992-03,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.6,1992,03,Canada
1682,1992-03,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1992,03,Canada
1683,1992-03,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1992,03,Canada
1684,1992-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",84.5,1992,04,Canada
1685,1992-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",84.5,1992,04,Canada
1686,1992-04,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1992,04,Canada
1687,1992-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",83.6,1992,04,Canada
1688,1992-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",83.5,1992,04,Canada
1689,1992-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",99.7,1992,04,Canada
1690,1992-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",99.8,1992,04,Canada
1691,1992-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.8,1992,04,Canada
1692,1992-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.9,1992,04,Canada
1693,1992-04,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",122.7,1992,04,Canada
1694,1992-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",121.6,1992,04,Canada
1695,1992-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",124.1,1992,04,Canada
1696,1992-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",121.7,1992,04,Canada
